kpi_name,kpi_id,branch,unit,year,month,day,numerator,denominator,value
Cho_Nhap,4,TQG,HUBHGG,2026,6,8,11.0,6.0,1.8333333333333333
Cho_Nhap,4,LCI,HUBLCI01,2026,6,4,11.0,4.0,2.75
Cho_Nhap,4,TNH,HUBLAN,2026,6,19,1181.0,33.0,35.78787878787879
Cho_Nhap,4,QTI,HUBQTI,2026,6,11,79.0,15.0,5.266666666666667
Cho_Nhap,4,LSN,HUBLSN,2026,6,16,62.0,9.0,6.888888888888889
Cho_Nhap,4,AGG,HUBKGG01,2026,6,14,193.0,19.0,10.157894736842104
Cho_Nhap,4,CBG,HUBCBG,2026,6,13,98.0,5.0,19.6
Cho_Nhap,4,HNI,HUBTTI,2026,6,18,784.0,55.0,14.254545454545454
Cho_Nhap,4,HCM,HBHCBH,2026,6,14,2.0,1.0,2.0
Cho_Nhap,4,TNH,HUBTNH,2026,6,10,359.0,32.0,11.21875
Cho_Nhap,4,HCM,HCM09,2026,6,4,44.0,3.0,14.666666666666666
Cho_Nhap,4,HCM,QU8,2026,6,18,12.0,1.0,12.0
Cho_Nhap,4,TNN,HUBTNN,2026,6,15,187.0,21.0,8.904761904761905
Cho_Nhap,4,LDG,HUBLDG03,2026,6,6,519.0,16.0,32.4375
Cho_Nhap,4,TNH,HUBLAN,2026,6,4,1965.0,38.0,51.71052631578947
Cho_Nhap,4,TNN,HUBTNN,2026,6,4,154.0,22.0,7.0
Cho_Nhap,4,LOG,TTKT4,2026,6,10,1816.0,73.0,24.876712328767123
Cho_Nhap,4,LSN,HUBLSN,2026,6,13,28.0,5.0,5.6
Cho_Nhap,4,HNI,HN01,2026,6,9,29.0,2.0,14.5
Cho_Nhap,4,LOG,TTKT5,2026,6,15,4284.0,191.0,22.42931937172775
Cho_Nhap,4,LOG,TTTK3K2,2026,6,5,28.0,2.0,14.0
Cho_Nhap,4,THA,HUBTHA,2026,6,14,1782.0,32.0,55.6875
Cho_Nhap,4,TNN,HUBTNN,2026,6,16,274.0,19.0,14.421052631578947
Cho_Nhap,4,LOG,TTKT1,2026,6,13,3512.0,104.0,33.76923076923077
Cho_Nhap,4,NAN,HUBNAN,2026,6,2,671.0,41.0,16.365853658536587
Cho_Nhap,4,TNH,HUBTNH,2026,6,7,314.0,24.0,13.083333333333334
Cho_Nhap,4,TQG,HUBTQG,2026,6,5,75.0,9.0,8.333333333333334
Cho_Nhap,4,TNH,HUBLAN,2026,6,2,2354.0,39.0,60.35897435897436
Cho_Nhap,4,LDG,HBLDDI,2026,6,7,106.0,2.0,53.0
Cho_Nhap,4,TQG,HUBHGG,2026,6,4,55.0,5.0,11.0
Cho_Nhap,4,LDG,HUBBTN,2026,6,13,119.0,15.0,7.933333333333334
